Orthogroup	balsam	canaan	fraser
OG0118583		CF174_TRINITY_DN173184_c1_g1_i1	
OG0118584		CF174_TRINITY_DN173174_c0_g1_i1	
OG0118585		CF174_TRINITY_DN173176_c0_g1_i1	
OG0118586		CF174_TRINITY_DN173176_c1_g1_i1	
OG0118587		CF174_TRINITY_DN173183_c1_g1_i1	
OG0118588		CF174_TRINITY_DN173153_c0_g2_i1	
OG0118589		CF174_TRINITY_DN173166_c1_g1_i1	
OG0118590		CF174_TRINITY_DN160848_c1_g1_i1	
OG0118591		CF174_TRINITY_DN118705_c0_g1_i1	
OG0118592		CF174_TRINITY_DN188551_c0_g1_i1	
OG0118593		CF174_TRINITY_DN188598_c0_g1_i1	
OG0118594		CF174_TRINITY_DN180306_c0_g4_i1	
OG0118595		CF174_TRINITY_DN180348_c0_g1_i1	
OG0118596		CF174_TRINITY_DN180348_c1_g1_i1	
OG0118597		CF174_TRINITY_DN180373_c1_g1_i1	
OG0118598		CF174_TRINITY_DN180347_c0_g1_i1	
OG0118599		CF174_TRINITY_DN180389_c1_g1_i1	
OG0118600		CF174_TRINITY_DN180378_c1_g1_i2	
OG0118601		CF174_TRINITY_DN126686_c0_g1_i1	
OG0118602		CF174_TRINITY_DN154577_c0_g1_i1	
OG0118603		CF174_TRINITY_DN154548_c0_g1_i1	
OG0118604		CF174_TRINITY_DN151588_c0_g1_i1	
OG0118605		CF174_TRINITY_DN187460_c0_g1_i1	
OG0118606		CF174_TRINITY_DN187418_c0_g1_i1	
OG0118607		CF174_TRINITY_DN187479_c0_g1_i1	
OG0118608		CF174_TRINITY_DN186186_c0_g1_i1	
OG0118609		CF174_TRINITY_DN136759_c0_g1_i1	
OG0118610		CF174_TRINITY_DN188212_c0_g1_i1	
OG0118611		CF174_TRINITY_DN147606_c0_g1_i1	
OG0118612		CF174_TRINITY_DN162968_c0_g1_i1	
OG0118613		CF174_TRINITY_DN175859_c0_g1_i1	
OG0118614		CF174_TRINITY_DN175859_c1_g1_i1	
OG0118615		CF174_TRINITY_DN175841_c2_g1_i1	
OG0118616		CF174_TRINITY_DN175897_c0_g1_i1	
OG0118617		CF174_TRINITY_DN137258_c0_g2_i1	
OG0118618		CF174_TRINITY_DN189493_c0_g1_i1	
OG0118619		CF174_TRINITY_DN189409_c0_g1_i1	
OG0118620		CF174_TRINITY_DN189478_c0_g1_i1	
OG0118621		CF174_TRINITY_DN189416_c0_g1_i1	
OG0118622		CF174_TRINITY_DN189482_c0_g1_i1	
OG0118623		CF174_TRINITY_DN189407_c0_g2_i1	
OG0118624		CF174_TRINITY_DN158524_c0_g1_i1	
OG0118625		CF174_TRINITY_DN158524_c1_g1_i1	
OG0118626		CF174_TRINITY_DN170529_c0_g1_i1	
OG0118627		CF174_TRINITY_DN170503_c1_g1_i1	
OG0118628		CF174_TRINITY_DN171592_c0_g1_i1	
OG0118629		CF174_TRINITY_DN171592_c1_g1_i1	
OG0118630		CF174_TRINITY_DN191760_c0_g1_i1	
OG0118631		CF174_TRINITY_DN191716_c0_g1_i1	
OG0118632		CF174_TRINITY_DN153066_c0_g1_i1	
OG0118633		CF174_TRINITY_DN191159_c0_g1_i1	
OG0118634		CF174_TRINITY_DN192274_c0_g1_i1	
OG0118635		CF174_TRINITY_DN192217_c0_g1_i1	
OG0118636		CF174_TRINITY_DN192257_c0_g1_i1	
OG0118637		CF174_TRINITY_DN192219_c0_g1_i1	
OG0118638		CF174_TRINITY_DN192268_c0_g1_i1	
OG0118639		CF174_TRINITY_DN163720_c0_g2_i1	
OG0118640		CF174_TRINITY_DN167311_c1_g1_i2	
OG0118641		CF174_TRINITY_DN167353_c0_g2_i1	
OG0118642		CF174_TRINITY_DN167387_c0_g1_i1	
OG0118643		CF174_TRINITY_DN167368_c1_g1_i1	
OG0118644		CF174_TRINITY_DN181479_c0_g1_i1	
OG0118645		CF174_TRINITY_DN152677_c1_g1_i1	
OG0118646		CF174_TRINITY_DN177620_c1_g1_i1	
OG0118647		CF174_TRINITY_DN177687_c1_g1_i1	
OG0118648		CF174_TRINITY_DN183251_c2_g4_i1	
OG0118649		CF174_TRINITY_DN183202_c0_g1_i2	
OG0118650		CF174_TRINITY_DN183222_c0_g1_i3	
OG0118651		CF174_TRINITY_DN183214_c0_g1_i4	
OG0118652		CF174_TRINITY_DN183286_c0_g1_i2	
OG0118653		CF174_TRINITY_DN183246_c0_g1_i1	
OG0118654		CF174_TRINITY_DN158177_c1_g1_i1	
OG0118655		CF174_TRINITY_DN158124_c0_g2_i1	
OG0118656		CF174_TRINITY_DN158134_c0_g2_i1	
OG0118657		CF174_TRINITY_DN158103_c0_g1_i1	
OG0118658		CF174_TRINITY_DN160709_c0_g1_i1	
OG0118659		CF174_TRINITY_DN160786_c0_g2_i1	
OG0118660		CF174_TRINITY_DN175296_c0_g1_i1	
OG0118661		CF174_TRINITY_DN175264_c0_g1_i1	
OG0118662		CF174_TRINITY_DN164492_c0_g1_i1	
OG0118663		CF174_TRINITY_DN170864_c0_g2_i1	
OG0118664		CF174_TRINITY_DN170808_c0_g1_i1	
OG0118665		CF174_TRINITY_DN170856_c1_g1_i1	
OG0118666		CF174_TRINITY_DN170896_c0_g1_i1	
OG0118667		CF174_TRINITY_DN170814_c0_g1_i1	
OG0118668		CF174_TRINITY_DN171325_c1_g2_i1	
OG0118669		CF174_TRINITY_DN171356_c0_g1_i1	
OG0118670		CF174_TRINITY_DN171338_c0_g1_i1	
OG0118671		CF174_TRINITY_DN171353_c1_g1_i1	
OG0118672		CF174_TRINITY_DN160056_c0_g1_i1	
OG0118673		CF174_TRINITY_DN160071_c0_g1_i1	
OG0118674		CF174_TRINITY_DN160006_c1_g1_i1	
OG0118675		CF174_TRINITY_DN175349_c0_g1_i1	
OG0118676		CF174_TRINITY_DN175329_c0_g1_i1	
OG0118677		CF174_TRINITY_DN175353_c0_g2_i1	
OG0118678		CF174_TRINITY_DN175383_c0_g3_i1	
OG0118679		CF174_TRINITY_DN165232_c0_g1_i1	
OG0118680		CF174_TRINITY_DN179542_c0_g2_i4	
OG0118681		CF174_TRINITY_DN179501_c1_g1_i1	
OG0118682		CF174_TRINITY_DN179548_c0_g1_i1	
OG0118683		CF174_TRINITY_DN179537_c0_g1_i1	
OG0118684		CF174_TRINITY_DN192550_c0_g1_i1	
OG0118685		CF174_TRINITY_DN192583_c0_g1_i1	
OG0118686		CF174_TRINITY_DN174592_c0_g1_i1	
OG0118687		CF174_TRINITY_DN174565_c1_g1_i1	
OG0118688		CF174_TRINITY_DN174550_c0_g1_i1	
OG0118689		CF174_TRINITY_DN179236_c0_g1_i1	
OG0118690		CF174_TRINITY_DN179294_c0_g1_i1	
OG0118691		CF174_TRINITY_DN179237_c0_g1_i1	
OG0118692		CF174_TRINITY_DN179222_c0_g1_i1	
OG0118693		CF174_TRINITY_DN179206_c0_g1_i1	
OG0118694		CF174_TRINITY_DN179254_c0_g1_i3	
OG0118695		CF174_TRINITY_DN179218_c0_g1_i2	
OG0118696		CF174_TRINITY_DN190828_c0_g1_i1	
OG0118697		CF174_TRINITY_DN190868_c0_g1_i1	
OG0118698		CF174_TRINITY_DN190823_c0_g1_i1	
OG0118699		CF174_TRINITY_DN153708_c0_g1_i1	
OG0118700		CF174_TRINITY_DN153781_c0_g1_i1	
OG0118701		CF174_TRINITY_DN181578_c0_g1_i2	
OG0118702		CF174_TRINITY_DN181570_c1_g1_i2	
OG0118703		CF174_TRINITY_DN109073_c0_g1_i1	
OG0118704		CF174_TRINITY_DN149538_c0_g1_i1	
OG0118705		CF174_TRINITY_DN149538_c1_g1_i1	
OG0118706		CF174_TRINITY_DN149539_c1_g1_i1	
OG0118707		CF174_TRINITY_DN163163_c2_g1_i1	
OG0118708		CF174_TRINITY_DN111951_c0_g1_i1	
OG0118709		CF174_TRINITY_DN179869_c1_g3_i1	
OG0118710		CF174_TRINITY_DN179893_c1_g2_i1	
OG0118711		CF174_TRINITY_DN179893_c2_g1_i1	
OG0118712		CF174_TRINITY_DN179860_c0_g1_i1	
OG0118713		CF174_TRINITY_DN179825_c0_g1_i1	
OG0118714		CF174_TRINITY_DN179801_c2_g1_i1	
OG0118715		CF174_TRINITY_DN179808_c1_g2_i1	
OG0118716		CF174_TRINITY_DN179872_c3_g1_i1	
OG0118717		CF174_TRINITY_DN179864_c0_g1_i1	
OG0118718		CF174_TRINITY_DN179857_c1_g1_i1	
OG0118719		CF174_TRINITY_DN179466_c3_g1_i1	
OG0118720		CF174_TRINITY_DN179406_c0_g2_i1	
OG0118721		CF174_TRINITY_DN179427_c0_g1_i1	
OG0118722		CF174_TRINITY_DN179459_c0_g1_i2	
OG0118723		CF174_TRINITY_DN179467_c1_g1_i2	
OG0118724		CF174_TRINITY_DN180694_c0_g2_i2	
OG0118725		CF174_TRINITY_DN180634_c0_g1_i1	
OG0118726		CF174_TRINITY_DN180609_c1_g1_i3	
OG0118727		CF174_TRINITY_DN180696_c0_g1_i1	
OG0118728		CF174_TRINITY_DN180639_c0_g1_i1	
OG0118729		CF174_TRINITY_DN180648_c0_g1_i1	
OG0118730		CF174_TRINITY_DN145065_c0_g1_i1	
OG0118731		CF174_TRINITY_DN168876_c0_g1_i1	
OG0118732		CF174_TRINITY_DN168821_c0_g3_i1	
OG0118733		CF174_TRINITY_DN168805_c0_g2_i1	
OG0118734		CF174_TRINITY_DN185054_c3_g2_i15	
OG0118735		CF174_TRINITY_DN185044_c4_g2_i2	
OG0118736		CF174_TRINITY_DN185084_c3_g2_i12	
OG0118737		CF174_TRINITY_DN185077_c5_g1_i14	
OG0118738		CF174_TRINITY_DN185085_c0_g1_i8	
OG0118739		CF174_TRINITY_DN185002_c6_g1_i1	
OG0118740		CF174_TRINITY_DN185002_c7_g1_i1	
OG0118741		CF174_TRINITY_DN185008_c2_g1_i1	
OG0118742		CF174_TRINITY_DN185068_c3_g3_i6	
OG0118743		CF174_TRINITY_DN185053_c3_g2_i3	
OG0118744		CF174_TRINITY_DN185053_c3_g4_i2	
OG0118745		CF174_TRINITY_DN185053_c3_g4_i3	
OG0118746		CF174_TRINITY_DN185053_c3_g4_i5	
OG0118747		CF174_TRINITY_DN185053_c3_g4_i6	
OG0118748		CF174_TRINITY_DN185018_c7_g2_i1	
OG0118749		CF174_TRINITY_DN185024_c2_g1_i4	
OG0118750		CF174_TRINITY_DN185024_c2_g1_i9	
OG0118751		CF174_TRINITY_DN185031_c0_g1_i1	
OG0118752		CF174_TRINITY_DN185031_c3_g4_i1	
OG0118753		CF174_TRINITY_DN185041_c3_g3_i1	
OG0118754		CF174_TRINITY_DN186821_c0_g1_i1	
OG0118755		CF174_TRINITY_DN186829_c0_g1_i1	
OG0118756		CF174_TRINITY_DN186889_c0_g2_i1	
OG0118757		CF174_TRINITY_DN188882_c0_g1_i1	
OG0118758		CF174_TRINITY_DN188875_c0_g1_i1	
OG0118759		CF174_TRINITY_DN188848_c0_g1_i1	
OG0118760		CF174_TRINITY_DN188804_c0_g1_i1	
OG0118761		CF174_TRINITY_DN188826_c0_g1_i1	
OG0118762		CF174_TRINITY_DN188868_c0_g1_i1	
OG0118763		CF174_TRINITY_DN188806_c0_g1_i1	
OG0118764		CF174_TRINITY_DN154791_c0_g1_i1	
OG0118765		CF174_TRINITY_DN154730_c1_g1_i1	
OG0118766		CF174_TRINITY_DN160552_c0_g1_i1	
OG0118767		CF174_TRINITY_DN160520_c0_g1_i1	
OG0118768		CF174_TRINITY_DN160520_c0_g2_i1	
OG0118769		CF174_TRINITY_DN160589_c0_g1_i1	
OG0118770		CF174_TRINITY_DN193885_c0_g1_i1	
OG0118771		CF174_TRINITY_DN165669_c0_g1_i1	
OG0118772		CF174_TRINITY_DN165665_c0_g1_i1	
OG0118773		CF174_TRINITY_DN165680_c0_g2_i1	
OG0118774		CF174_TRINITY_DN183971_c4_g1_i5	
OG0118775		CF174_TRINITY_DN183918_c2_g1_i7	
OG0118776		CF174_TRINITY_DN183991_c0_g1_i1	
OG0118777		CF174_TRINITY_DN183924_c1_g1_i3	
OG0118778		CF174_TRINITY_DN183908_c1_g1_i6	
OG0118779		CF174_TRINITY_DN183932_c1_g1_i6	
OG0118780		CF174_TRINITY_DN183932_c1_g1_i15	
OG0118781		CF174_TRINITY_DN183966_c0_g2_i1	
OG0118782		CF174_TRINITY_DN183950_c0_g1_i3	
OG0118783		CF174_TRINITY_DN183976_c1_g1_i3	
OG0118784		CF174_TRINITY_DN180877_c0_g2_i2	
OG0118785		CF174_TRINITY_DN180851_c0_g1_i1	
OG0118786		CF174_TRINITY_DN180839_c0_g1_i2	
OG0118787		CF174_TRINITY_DN180823_c0_g1_i2	
OG0118788		CF174_TRINITY_DN180819_c0_g1_i1	
OG0118789		CF174_TRINITY_DN180886_c0_g2_i5	
OG0118790		CF174_TRINITY_DN180848_c0_g1_i1	
OG0118791		CF174_TRINITY_DN180857_c0_g2_i1	
OG0118792		CF174_TRINITY_DN180840_c0_g1_i3	
OG0118793		CF174_TRINITY_DN182770_c1_g1_i3	
OG0118794		CF174_TRINITY_DN159338_c0_g1_i1	
OG0118795		CF174_TRINITY_DN159380_c0_g1_i1	
OG0118796		CF174_TRINITY_DN159334_c0_g1_i1	
OG0118797		CF174_TRINITY_DN169351_c0_g1_i1	
OG0118798		CF174_TRINITY_DN150085_c0_g1_i1	
OG0118799		CF174_TRINITY_DN176626_c0_g1_i1	
OG0118800		CF174_TRINITY_DN176675_c0_g1_i1	
OG0118801		CF174_TRINITY_DN176639_c0_g2_i1	
OG0118802		CF174_TRINITY_DN176639_c1_g1_i1	
OG0118803		CF174_TRINITY_DN176633_c0_g1_i1	
OG0118804		CF174_TRINITY_DN173221_c0_g1_i1	
OG0118805		CF174_TRINITY_DN173254_c0_g1_i1	
OG0118806		CF174_TRINITY_DN173234_c0_g1_i1	
OG0118807		CF174_TRINITY_DN141173_c0_g1_i1	
OG0118808		CF174_TRINITY_DN141176_c0_g2_i1	
OG0118809		CF174_TRINITY_DN182131_c0_g1_i2	
OG0118810		CF174_TRINITY_DN182112_c0_g2_i4	
OG0118811		CF174_TRINITY_DN182191_c1_g1_i3	
OG0118812		CF174_TRINITY_DN182196_c0_g1_i4	
OG0118813		CF174_TRINITY_DN182138_c0_g1_i1	
OG0118814		CF174_TRINITY_DN182134_c0_g1_i2	
OG0118815		CF174_TRINITY_DN182192_c0_g1_i1	
OG0118816		CF174_TRINITY_DN182122_c0_g1_i4	
OG0118817		CF174_TRINITY_DN182136_c0_g1_i3	
OG0118818		CF174_TRINITY_DN182121_c3_g1_i6	
OG0118819		CF174_TRINITY_DN177896_c0_g1_i1	
OG0118820		CF174_TRINITY_DN177867_c0_g1_i1	
OG0118821		CF174_TRINITY_DN177876_c0_g1_i2	
OG0118822		CF174_TRINITY_DN177857_c2_g1_i1	
OG0118823		CF174_TRINITY_DN177877_c0_g1_i1	
OG0118824		CF174_TRINITY_DN168511_c0_g1_i1	
OG0118825		CF174_TRINITY_DN168520_c0_g2_i1	
OG0118826		CF174_TRINITY_DN168504_c0_g1_i1	
OG0118827		CF174_TRINITY_DN134034_c0_g1_i1	
OG0118828		CF174_TRINITY_DN134011_c0_g1_i1	
OG0118829		CF174_TRINITY_DN112446_c0_g1_i1	
OG0118830		CF174_TRINITY_DN112497_c0_g1_i1	
OG0118831		CF174_TRINITY_DN181847_c0_g1_i1	
OG0118832		CF174_TRINITY_DN181873_c0_g1_i1	
OG0118833		CF174_TRINITY_DN181873_c1_g1_i1	
OG0118834		CF174_TRINITY_DN181898_c2_g1_i1	
OG0118835		CF174_TRINITY_DN181822_c0_g1_i2	
OG0118836		CF174_TRINITY_DN181839_c1_g1_i1	
OG0118837		CF174_TRINITY_DN103752_c0_g1_i1	
OG0118838		CF174_TRINITY_DN184258_c0_g1_i1	
OG0118839		CF174_TRINITY_DN184272_c2_g1_i4	
OG0118840		CF174_TRINITY_DN184225_c2_g1_i4	
OG0118841		CF174_TRINITY_DN184256_c2_g1_i2	
OG0118842		CF174_TRINITY_DN184232_c5_g1_i1	
OG0118843		CF174_TRINITY_DN184229_c0_g1_i1	
OG0118844		CF174_TRINITY_DN184288_c0_g1_i5	
OG0118845		CF174_TRINITY_DN184251_c6_g1_i1	
OG0118846		CF174_TRINITY_DN184271_c5_g6_i1	
OG0118847		CF174_TRINITY_DN184219_c1_g1_i1	
OG0118848		CF174_TRINITY_DN175034_c0_g1_i2	
OG0118849		CF174_TRINITY_DN175086_c1_g1_i1	
OG0118850		CF174_TRINITY_DN175030_c0_g1_i1	
OG0118851		CF174_TRINITY_DN175092_c0_g1_i2	
OG0118852		CF174_TRINITY_DN175000_c0_g1_i1	
OG0118853		CF174_TRINITY_DN161031_c0_g1_i1	
OG0118854		CF174_TRINITY_DN193910_c0_g1_i1	
OG0118855		CF174_TRINITY_DN193905_c0_g1_i1	
OG0118856		CF174_TRINITY_DN107959_c0_g1_i1	
OG0118857		CF174_TRINITY_DN172583_c1_g1_i1	
OG0118858		CF174_TRINITY_DN178132_c0_g1_i2	
OG0118859		CF174_TRINITY_DN178167_c0_g1_i2	
OG0118860		CF174_TRINITY_DN178107_c0_g1_i1	
OG0118861		CF174_TRINITY_DN178106_c3_g2_i2	
OG0118862		CF174_TRINITY_DN178197_c0_g1_i2	
OG0118863		CF174_TRINITY_DN178104_c1_g3_i1	
OG0118864		CF174_TRINITY_DN178155_c0_g2_i1	
OG0118865		CF174_TRINITY_DN163307_c0_g2_i1	
OG0118866		CF174_TRINITY_DN154071_c0_g1_i1	
OG0118867		CF174_TRINITY_DN184535_c1_g1_i2	
OG0118868		CF174_TRINITY_DN184519_c1_g3_i1	
OG0118869		CF174_TRINITY_DN184593_c2_g2_i6	
OG0118870		CF174_TRINITY_DN184500_c2_g1_i9	
OG0118871		CF174_TRINITY_DN184570_c1_g1_i2	
OG0118872		CF174_TRINITY_DN184567_c2_g1_i1	
OG0118873		CF174_TRINITY_DN184541_c3_g1_i1	
OG0118874		CF174_TRINITY_DN184521_c2_g3_i1	
OG0118875		CF174_TRINITY_DN183636_c2_g1_i3	
OG0118876		CF174_TRINITY_DN183680_c2_g1_i1	
OG0118877		CF174_TRINITY_DN183651_c0_g1_i2	
OG0118878		CF174_TRINITY_DN183660_c0_g1_i2	
OG0118879		CF174_TRINITY_DN183665_c1_g1_i2	
OG0118880		CF174_TRINITY_DN183635_c0_g1_i3	
OG0118881		CF174_TRINITY_DN178958_c1_g1_i1	
OG0118882		CF174_TRINITY_DN178968_c0_g2_i1	
OG0118883		CF174_TRINITY_DN178929_c1_g1_i1	
OG0118884		CF174_TRINITY_DN178938_c0_g2_i1	
OG0118885		CF174_TRINITY_DN178971_c0_g4_i1	
OG0118886		CF174_TRINITY_DN178908_c2_g1_i1	
OG0118887		CF174_TRINITY_DN178936_c0_g1_i2	
OG0118888		CF174_TRINITY_DN161783_c0_g1_i1	
OG0118889		CF174_TRINITY_DN186917_c0_g1_i1	
OG0118890		CF174_TRINITY_DN186992_c0_g1_i1	
OG0118891		CF174_TRINITY_DN186920_c0_g1_i1	
OG0118892		CF174_TRINITY_DN186949_c0_g1_i1	
OG0118893		CF174_TRINITY_DN186950_c0_g2_i1	
OG0118894		CF174_TRINITY_DN155222_c1_g1_i1	
OG0118895		CF174_TRINITY_DN166566_c1_g1_i1	
OG0118896		CF174_TRINITY_DN190387_c0_g1_i1	
OG0118897		CF174_TRINITY_DN190344_c0_g1_i1	
OG0118898		CF174_TRINITY_DN190360_c0_g1_i1	
OG0118899		CF174_TRINITY_DN190314_c0_g1_i1	
OG0118900		CF174_TRINITY_DN148727_c0_g1_i2	
OG0118901		CF174_TRINITY_DN175485_c0_g1_i1	
OG0118902		CF174_TRINITY_DN175450_c0_g1_i1	
OG0118903		CF174_TRINITY_DN175491_c0_g1_i1	
OG0118904		CF174_TRINITY_DN180000_c2_g1_i1	
OG0118905		CF174_TRINITY_DN180009_c0_g4_i1	
OG0118906		CF174_TRINITY_DN180035_c1_g1_i3	
OG0118907		CF174_TRINITY_DN180035_c1_g1_i4	
OG0118908		CF174_TRINITY_DN180080_c0_g1_i3	
OG0118909		CF174_TRINITY_DN180038_c1_g1_i3	
OG0118910		CF174_TRINITY_DN180038_c1_g1_i4	
OG0118911		CF174_TRINITY_DN176463_c0_g1_i1	
OG0118912		CF174_TRINITY_DN176423_c1_g1_i1	
OG0118913		CF174_TRINITY_DN176425_c0_g1_i1	
OG0118914		CF174_TRINITY_DN176419_c0_g1_i3	
OG0118915		CF174_TRINITY_DN176483_c0_g1_i1	
OG0118916		CF174_TRINITY_DN184337_c0_g1_i5	
OG0118917		CF174_TRINITY_DN184348_c4_g2_i1	
OG0118918		CF174_TRINITY_DN184385_c0_g2_i2	
OG0118919		CF174_TRINITY_DN184399_c0_g1_i1	
OG0118920		CF174_TRINITY_DN184333_c3_g2_i5	
OG0118921		CF174_TRINITY_DN184344_c7_g5_i1	
OG0118922		CF174_TRINITY_DN184381_c0_g1_i1	
OG0118923		CF174_TRINITY_DN184369_c0_g1_i2	
OG0118924		CF174_TRINITY_DN107307_c0_g1_i1	
OG0118925		CF174_TRINITY_DN169769_c1_g1_i1	
OG0118926		CF174_TRINITY_DN176369_c0_g3_i3	
OG0118927		CF174_TRINITY_DN176307_c1_g1_i1	
OG0118928		CF174_TRINITY_DN187948_c0_g1_i1	
OG0118929		CF174_TRINITY_DN194395_c0_g1_i1	
OG0118930		CF174_TRINITY_DN189712_c0_g1_i1	
OG0118931		CF174_TRINITY_DN160362_c0_g1_i1	
OG0118932		CF174_TRINITY_DN160341_c0_g1_i2	
OG0118933		CF174_TRINITY_DN160358_c1_g1_i1	
OG0118934		CF174_TRINITY_DN139813_c0_g1_i1	
OG0118935		CF174_TRINITY_DN139828_c0_g1_i1	
OG0118936		CF174_TRINITY_DN139867_c0_g1_i1	
OG0118937		CF174_TRINITY_DN126570_c0_g1_i1	
OG0118938		CF174_TRINITY_DN170675_c0_g1_i1	
OG0118939		CF174_TRINITY_DN170653_c0_g1_i2	
OG0118940		CF174_TRINITY_DN185499_c0_g1_i1	
OG0118941		CF174_TRINITY_DN173573_c0_g1_i1	
OG0118942		CF174_TRINITY_DN173503_c0_g1_i1	
OG0118943		CF174_TRINITY_DN159691_c0_g1_i1	
OG0118944		CF174_TRINITY_DN178317_c0_g1_i1	
OG0118945		CF174_TRINITY_DN178391_c0_g2_i2	
OG0118946		CF174_TRINITY_DN178377_c0_g1_i1	
OG0118947		CF174_TRINITY_DN178398_c1_g1_i1	
OG0118948		CF174_TRINITY_DN178371_c0_g1_i1	
OG0118949		CF174_TRINITY_DN178336_c2_g1_i1	
OG0118950		CF174_TRINITY_DN160663_c0_g1_i1	
OG0118951		CF174_TRINITY_DN160602_c0_g1_i1	
OG0118952		CF174_TRINITY_DN154487_c0_g1_i1	
OG0118953		CF174_TRINITY_DN154475_c0_g1_i1	
OG0118954		CF174_TRINITY_DN154494_c0_g1_i1	
OG0118955		CF174_TRINITY_DN183417_c0_g1_i1	
OG0118956		CF174_TRINITY_DN183473_c1_g1_i2	
OG0118957		CF174_TRINITY_DN183455_c0_g1_i2	
OG0118958		CF174_TRINITY_DN183455_c0_g1_i3	
OG0118959		CF174_TRINITY_DN183480_c0_g1_i4	
OG0118960		CF174_TRINITY_DN183498_c1_g3_i8	
OG0118961		CF174_TRINITY_DN185844_c0_g1_i1	
OG0118962		CF174_TRINITY_DN156653_c0_g1_i1	
OG0118963		CF178_TRINITY_DN89878_c0_g1_i1	
OG0118964		CF178_TRINITY_DN17211_c0_g2_i1	
OG0118965		CF178_TRINITY_DN26272_c1_g1_i1	
OG0118966		CF178_TRINITY_DN85620_c0_g1_i2	
OG0118967		CF178_TRINITY_DN85698_c0_g1_i3	
OG0118968		CF178_TRINITY_DN47159_c1_g1_i1	
OG0118969		CF178_TRINITY_DN72109_c2_g1_i1	
OG0118970		CF178_TRINITY_DN89132_c0_g1_i1	
OG0118971		CF178_TRINITY_DN72960_c0_g1_i2	
OG0118972		CF178_TRINITY_DN72922_c1_g1_i1	
OG0118973		CF178_TRINITY_DN72927_c0_g1_i1	
OG0118974		CF178_TRINITY_DN76627_c1_g1_i2	
OG0118975		CF178_TRINITY_DN76607_c0_g1_i1	
OG0118976		CF178_TRINITY_DN83902_c1_g1_i2	
OG0118977		CF178_TRINITY_DN83987_c0_g1_i3	
OG0118978		CF178_TRINITY_DN83961_c2_g1_i1	
OG0118979		CF178_TRINITY_DN82509_c0_g1_i2	
OG0118980		CF178_TRINITY_DN82536_c0_g2_i1	
OG0118981		CF178_TRINITY_DN65283_c0_g1_i2	
OG0118982		CF178_TRINITY_DN82109_c0_g1_i1	
OG0118983		CF178_TRINITY_DN82112_c1_g1_i2	
OG0118984		CF178_TRINITY_DN82115_c0_g3_i1	
OG0118985		CF178_TRINITY_DN82165_c1_g1_i2	
OG0118986		CF178_TRINITY_DN82194_c0_g3_i1	
OG0118987		CF178_TRINITY_DN85209_c1_g2_i5	
OG0118988		CF178_TRINITY_DN85271_c8_g7_i1	
OG0118989		CF178_TRINITY_DN85271_c9_g4_i1	
OG0118990		CF178_TRINITY_DN85271_c9_g5_i2	
OG0118991		CF178_TRINITY_DN62175_c0_g3_i1	
OG0118992		CF178_TRINITY_DN82052_c0_g2_i1	
OG0118993		CF178_TRINITY_DN82017_c0_g1_i3	
OG0118994		CF178_TRINITY_DN86559_c0_g1_i2	
OG0118995		CF178_TRINITY_DN86580_c0_g1_i2	
OG0118996		CF178_TRINITY_DN86523_c5_g5_i1	
OG0118997		CF178_TRINITY_DN86560_c0_g1_i6	
OG0118998		CF178_TRINITY_DN86526_c1_g1_i6	
OG0118999		CF178_TRINITY_DN75320_c0_g1_i1	
OG0119000		CF178_TRINITY_DN75318_c0_g1_i1	
OG0119001		CF178_TRINITY_DN75318_c0_g1_i3	
OG0119002		CF178_TRINITY_DN65617_c0_g1_i1	
OG0119003		CF178_TRINITY_DN80838_c0_g1_i2	
OG0119004		CF178_TRINITY_DN80880_c0_g1_i2	
OG0119005		CF178_TRINITY_DN80820_c0_g1_i3	
OG0119006		CF178_TRINITY_DN80848_c0_g3_i1	
OG0119007		CF178_TRINITY_DN79646_c0_g2_i2	
OG0119008		CF178_TRINITY_DN79635_c0_g1_i2	
OG0119009		CF178_TRINITY_DN79694_c1_g1_i2	
OG0119010		CF178_TRINITY_DN79650_c1_g1_i1	
OG0119011		CF178_TRINITY_DN77167_c0_g2_i3	
OG0119012		CF178_TRINITY_DN77106_c0_g1_i2	
OG0119013		CF178_TRINITY_DN82853_c0_g1_i2	
OG0119014		CF178_TRINITY_DN82883_c0_g1_i1	
OG0119015		CF178_TRINITY_DN82839_c0_g2_i1	
OG0119016		CF178_TRINITY_DN66734_c0_g1_i3	
OG0119017		CF178_TRINITY_DN82794_c2_g1_i1	
OG0119018		CF178_TRINITY_DN82739_c0_g1_i3	
OG0119019		CF178_TRINITY_DN82710_c0_g2_i4	
OG0119020		CF178_TRINITY_DN82745_c2_g1_i1	
OG0119021		CF178_TRINITY_DN82731_c1_g1_i1	
OG0119022		CF178_TRINITY_DN82742_c2_g1_i3	
OG0119023		CF178_TRINITY_DN82709_c1_g1_i1	
OG0119024		CF178_TRINITY_DN91082_c0_g1_i1	
OG0119025		CF178_TRINITY_DN91020_c0_g1_i1	
OG0119026		CF178_TRINITY_DN63066_c0_g1_i1	
OG0119027		CF178_TRINITY_DN41084_c0_g1_i1	
OG0119028		CF178_TRINITY_DN84397_c3_g1_i2	
OG0119029		CF178_TRINITY_DN84325_c1_g1_i4	
OG0119030		CF178_TRINITY_DN84386_c0_g1_i2	
OG0119031		CF178_TRINITY_DN84306_c1_g1_i3	
OG0119032		CF178_TRINITY_DN84365_c0_g1_i1	
OG0119033		CF178_TRINITY_DN16567_c0_g1_i1	
